,Unique,Boro,District,Unit,Order,January,February,March,April,May,June,July,August,September,October,November,December
0,ManhattanBIG APPLE 30Pack 0074 FP,Manhattan,BIG APPLE 30,Pack 0074 FP,1 - Packs,15.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ManhattanBIG APPLE 30Pack 0111 FP,Manhattan,BIG APPLE 30,Pack 0111 FP,1 - Packs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ManhattanBIG APPLE 30Pack 0163 FP,Manhattan,BIG APPLE 30,Pack 0163 FP,1 - Packs,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ManhattanBIG APPLE 30Pack 0171 FP,Manhattan,BIG APPLE 30,Pack 0171 FP,1 - Packs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ManhattanBIG APPLE 30Pack 0207 FP,Manhattan,BIG APPLE 30,Pack 0207 FP,1 - Packs,10.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ManhattanBIG APPLE 30Pack 0290 FP,Manhattan,BIG APPLE 30,Pack 0290 FP,1 - Packs,20.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ManhattanBIG APPLE 30Pack 0422 BP,Manhattan,BIG APPLE 30,Pack 0422 BP,1 - Packs,71.0,68.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ManhattanBIG APPLE 30Pack 0662 FP,Manhattan,BIG APPLE 30,Pack 0662 FP,1 - Packs,72.0,73.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ManhattanBIG APPLE 30Pack 0777 FP,Manhattan,BIG APPLE 30,Pack 0777 FP,1 - Packs,51.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ManhattanBIG APPLE 30Pack 3001 FP,Manhattan,BIG APPLE 30,Pack 3001 FP,1 - Packs,29.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ManhattanBIG APPLE 30Pack 3150 BP,Manhattan,BIG APPLE 30,Pack 3150 BP,1 - Packs,25.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ManhattanBIG APPLE 30Pack 3414 FP,Manhattan,BIG APPLE 30,Pack 3414 FP,1 - Packs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,ManhattanBIG APPLE 30Pack 3520 FP,Manhattan,BIG APPLE 30,Pack 3520 FP,1 - Packs,10.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,ManhattanBIG APPLE 30Pack 3729 FP,Manhattan,BIG APPLE 30,Pack 3729 FP,1 - Packs,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,ManhattanBIG APPLE 30Troop 0001 BT,Manhattan,BIG APPLE 30,Troop 0001 BT,2 - Troops,33.0,36.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,ManhattanBIG APPLE 30Troop 0001 GT,Manhattan,BIG APPLE 30,Troop 0001 GT,2 - Troops,19.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,ManhattanBIG APPLE 30Troop 0005 BT,Manhattan,BIG APPLE 30,Troop 0005 BT,2 - Troops,9.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,ManhattanBIG APPLE 30Troop 0055 BT,Manhattan,BIG APPLE 30,Troop 0055 BT,2 - Troops,43.0,46.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,ManhattanBIG APPLE 30Troop 0055 GT,Manhattan,BIG APPLE 30,Troop 0055 GT,2 - Troops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,ManhattanBIG APPLE 30Troop 0150 BT,Manhattan,BIG APPLE 30,Troop 0150 BT,2 - Troops,29.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,ManhattanBIG APPLE 30Troop 0163 BT,Manhattan,BIG APPLE 30,Troop 0163 BT,2 - Troops,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,ManhattanBIG APPLE 30Troop 0163 GT,Manhattan,BIG APPLE 30,Troop 0163 GT,2 - Troops,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,ManhattanBIG APPLE 30Troop 0414 BT,Manhattan,BIG APPLE 30,Troop 0414 BT,2 - Troops,15.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,ManhattanBIG APPLE 30Troop 0414 GT,Manhattan,BIG APPLE 30,Troop 0414 GT,2 - Troops,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,ManhattanBIG APPLE 30Troop 0422 BT,Manhattan,BIG APPLE 30,Troop 0422 BT,2 - Troops,23.0,23.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,ManhattanBIG APPLE 30Troop 0520 BT,Manhattan,BIG APPLE 30,Troop 0520 BT,2 - Troops,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,ManhattanBIG APPLE 30Troop 0662 BT,Manhattan,BIG APPLE 30,Troop 0662 BT,2 - Troops,72.0,70.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,ManhattanBIG APPLE 30Troop 0662 GT,Manhattan,BIG APPLE 30,Troop 0662 GT,2 - Troops,5.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,ManhattanBIG APPLE 30Troop 0664 BT,Manhattan,BIG APPLE 30,Troop 0664 BT,2 - Troops,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,ManhattanBIG APPLE 30Troop 0728 FT,Manhattan,BIG APPLE 30,Troop 0728 FT,2 - Troops,10.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,ManhattanBIG APPLE 30Troop 0728 GT,Manhattan,BIG APPLE 30,Troop 0728 GT,2 - Troops,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,ManhattanBIG APPLE 30Troop 0777 BT,Manhattan,BIG APPLE 30,Troop 0777 BT,2 - Troops,42.0,49.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,ManhattanBIG APPLE 30Troop 0777 GT,Manhattan,BIG APPLE 30,Troop 0777 GT,2 - Troops,11.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,ManhattanBIG APPLE 30Troop 2011 BT,Manhattan,BIG APPLE 30,Troop 2011 BT,2 - Troops,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,ManhattanBIG APPLE 30Crew 0001 UNK,Manhattan,BIG APPLE 30,Crew 0001 UNK,3 - Crews,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,ManhattanBIG APPLE 30Ship 0272 NA,Manhattan,BIG APPLE 30,Ship 0272 NA,3 - Crews,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,BrooklynBK (21) Lenape Bay 21Pack 0007 FP,Brooklyn,BK (21) Lenape Bay 21,Pack 0007 FP,1 - Packs,30.0,30.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,BrooklynBK (21) Lenape Bay 21Pack 0022 FP,Brooklyn,BK (21) Lenape Bay 21,Pack 0022 FP,1 - Packs,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,BrooklynBK (21) Lenape Bay 21Pack 0023 BP,Brooklyn,BK (21) Lenape Bay 21,Pack 0023 BP,1 - Packs,13.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,BrooklynBK (21) Lenape Bay 21Pack 0187 FP,Brooklyn,BK (21) Lenape Bay 21,Pack 0187 FP,1 - Packs,35.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,BrooklynBK (21) Lenape Bay 21Pack 0188 GP,Brooklyn,BK (21) Lenape Bay 21,Pack 0188 GP,1 - Packs,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,BrooklynBK (21) Lenape Bay 21Pack 0205 BP,Brooklyn,BK (21) Lenape Bay 21,Pack 0205 BP,1 - Packs,10.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,BrooklynBK (21) Lenape Bay 21Pack 0263 BP,Brooklyn,BK (21) Lenape Bay 21,Pack 0263 BP,1 - Packs,8.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,BrooklynBK (21) Lenape Bay 21Pack 0313 BP,Brooklyn,BK (21) Lenape Bay 21,Pack 0313 BP,1 - Packs,43.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,BrooklynBK (21) Lenape Bay 21Pack 0518 FP,Brooklyn,BK (21) Lenape Bay 21,Pack 0518 FP,1 - Packs,47.0,47.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,BrooklynBK (21) Lenape Bay 21Pack 0715 BP,Brooklyn,BK (21) Lenape Bay 21,Pack 0715 BP,1 - Packs,31.0,33.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,BrooklynBK (21) Lenape Bay 21Pack 0815 FP,Brooklyn,BK (21) Lenape Bay 21,Pack 0815 FP,1 - Packs,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,BrooklynBK (21) Lenape Bay 21Pack 3099 BP,Brooklyn,BK (21) Lenape Bay 21,Pack 3099 BP,1 - Packs,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,BrooklynBK (21) Lenape Bay 21Pack 3237 BP,Brooklyn,BK (21) Lenape Bay 21,Pack 3237 BP,1 - Packs,17.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,BrooklynBK (21) Lenape Bay 21Pack 3996 FP,Brooklyn,BK (21) Lenape Bay 21,Pack 3996 FP,1 - Packs,31.0,31.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,BrooklynBK (21) Lenape Bay 21Troop 0001 GT,Brooklyn,BK (21) Lenape Bay 21,Troop 0001 GT,2 - Troops,11.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,BrooklynBK (21) Lenape Bay 21Troop 0013 BT,Brooklyn,BK (21) Lenape Bay 21,Troop 0013 BT,2 - Troops,31.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,BrooklynBK (21) Lenape Bay 21Troop 0018 GT,Brooklyn,BK (21) Lenape Bay 21,Troop 0018 GT,2 - Troops,12.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,BrooklynBK (21) Lenape Bay 21Troop 0022 BT,Brooklyn,BK (21) Lenape Bay 21,Troop 0022 BT,2 - Troops,15.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,BrooklynBK (21) Lenape Bay 21Troop 0023 BT,Brooklyn,BK (21) Lenape Bay 21,Troop 0023 BT,2 - Troops,19.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,BrooklynBK (21) Lenape Bay 21Troop 0026 BT,Brooklyn,BK (21) Lenape Bay 21,Troop 0026 BT,2 - Troops,35.0,36.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,BrooklynBK (21) Lenape Bay 21Troop 0099 BT,Brooklyn,BK (21) Lenape Bay 21,Troop 0099 BT,2 - Troops,35.0,35.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,BrooklynBK (21) Lenape Bay 21Troop 0187 BT,Brooklyn,BK (21) Lenape Bay 21,Troop 0187 BT,2 - Troops,33.0,33.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,BrooklynBK (21) Lenape Bay 21Troop 0187 GT,Brooklyn,BK (21) Lenape Bay 21,Troop 0187 GT,2 - Troops,9.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,BrooklynBK (21) Lenape Bay 21Troop 0205 BT,Brooklyn,BK (21) Lenape Bay 21,Troop 0205 BT,2 - Troops,25.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,BrooklynBK (21) Lenape Bay 21Troop 0213 BT,Brooklyn,BK (21) Lenape Bay 21,Troop 0213 BT,2 - Troops,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,BrooklynBK (21) Lenape Bay 21Troop 0237 BT,Brooklyn,BK (21) Lenape Bay 21,Troop 0237 BT,2 - Troops,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,BrooklynBK (21) Lenape Bay 21Troop 0263 BT,Brooklyn,BK (21) Lenape Bay 21,Troop 0263 BT,2 - Troops,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,BrooklynBK (21) Lenape Bay 21Troop 0310 BT,Brooklyn,BK (21) Lenape Bay 21,Troop 0310 BT,2 - Troops,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,BrooklynBK (21) Lenape Bay 21Troop 0715 BT,Brooklyn,BK (21) Lenape Bay 21,Troop 0715 BT,2 - Troops,24.0,24.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,BrooklynBK (21) Lenape Bay 21Troop 0815 FT,Brooklyn,BK (21) Lenape Bay 21,Troop 0815 FT,2 - Troops,23.0,22.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,BrooklynBK (21) Lenape Bay 21Troop 0996 BT,Brooklyn,BK (21) Lenape Bay 21,Troop 0996 BT,2 - Troops,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,BrooklynBK (21) Lenape Bay 21Troop 0996 GT,Brooklyn,BK (21) Lenape Bay 21,Troop 0996 GT,2 - Troops,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,BrooklynBK (21) Lenape Bay 21Troop 9318 BT,Brooklyn,BK (21) Lenape Bay 21,Troop 9318 BT,2 - Troops,9.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,BrooklynBK (21) Lenape Bay 21Troop 9318 GT,Brooklyn,BK (21) Lenape Bay 21,Troop 9318 GT,2 - Troops,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,BrooklynBK (22) Breukelen 22Pack 0002 FP,Brooklyn,BK (22) Breukelen 22,Pack 0002 FP,1 - Packs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,BrooklynBK (22) Breukelen 22Pack 0069 FP,Brooklyn,BK (22) Breukelen 22,Pack 0069 FP,1 - Packs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,BrooklynBK (22) Breukelen 22Pack 0097 FP,Brooklyn,BK (22) Breukelen 22,Pack 0097 FP,1 - Packs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,BrooklynBK (22) Breukelen 22Pack 0206 BP,Brooklyn,BK (22) Breukelen 22,Pack 0206 BP,1 - Packs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,BrooklynBK (22) Breukelen 22Pack 0238 FP,Brooklyn,BK (22) Breukelen 22,Pack 0238 FP,1 - Packs,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,BrooklynBK (22) Breukelen 22Pack 0396 FP,Brooklyn,BK (22) Breukelen 22,Pack 0396 FP,1 - Packs,13.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,BrooklynBK (22) Breukelen 22Pack 0475 BP,Brooklyn,BK (22) Breukelen 22,Pack 0475 BP,1 - Packs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,BrooklynBK (22) Breukelen 22Pack 0531 BP,Brooklyn,BK (22) Breukelen 22,Pack 0531 BP,1 - Packs,29.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,BrooklynBK (22) Breukelen 22Pack 0611 FP,Brooklyn,BK (22) Breukelen 22,Pack 0611 FP,1 - Packs,10.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,BrooklynBK (22) Breukelen 22Pack 0613 FP,Brooklyn,BK (22) Breukelen 22,Pack 0613 FP,1 - Packs,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,BrooklynBK (22) Breukelen 22Pack 0933 FP,Brooklyn,BK (22) Breukelen 22,Pack 0933 FP,1 - Packs,13.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,BrooklynBK (22) Breukelen 22Pack 3001 FP,Brooklyn,BK (22) Breukelen 22,Pack 3001 FP,1 - Packs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,BrooklynBK (22) Breukelen 22Pack 3076 FP,Brooklyn,BK (22) Breukelen 22,Pack 3076 FP,1 - Packs,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,BrooklynBK (22) Breukelen 22Pack 3376 FP,Brooklyn,BK (22) Breukelen 22,Pack 3376 FP,1 - Packs,28.0,30.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,BrooklynBK (22) Breukelen 22Pack 3446 FP,Brooklyn,BK (22) Breukelen 22,Pack 3446 FP,1 - Packs,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,BrooklynBK (22) Breukelen 22Pack 4611 FP,Brooklyn,BK (22) Breukelen 22,Pack 4611 FP,1 - Packs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,BrooklynBK (22) Breukelen 22Troop 0076 BT,Brooklyn,BK (22) Breukelen 22,Troop 0076 BT,2 - Troops,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,BrooklynBK (22) Breukelen 22Troop 0090 BT,Brooklyn,BK (22) Breukelen 22,Troop 0090 BT,2 - Troops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,BrooklynBK (22) Breukelen 22Troop 0193 BT,Brooklyn,BK (22) Breukelen 22,Troop 0193 BT,2 - Troops,12.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,BrooklynBK (22) Breukelen 22Troop 0238 BT,Brooklyn,BK (22) Breukelen 22,Troop 0238 BT,2 - Troops,22.0,22.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
